,Democrat,Republican,Other,State,Year,Democrat Incumbent,Democrat Votes,Republican Incumbent,Republican Votes
357,Jeffrey Berger,Steven Giacomi,,Connecticut,2016,True,4293,False,3972
358,Wendy Tyson-Wood,Stephanie Cummings,,Connecticut,2016,False,3365,False,4186
359,Geraldo Reyes,Raymond Work,Theodore Derouin: 180 (Ind.),Connecticut,2016,True,3282,False,903
360,Myrna Watanabe,John Piscopo,,Connecticut,2016,False,3795,True,9213
361,Laura Bartok,Cara Christine Pavalock,,Connecticut,2016,False,5169,True,5782
362,Krystal Myers,Whit Betts,,Connecticut,2016,False,4125,True,7018
363,Christopher Ziogas,Peter Del Mastro,,Connecticut,2016,False,4785,False,4052
364,No candidate,Robert C. Sampson,,Connecticut,2016,False,0,True,1
365,David Zoni,John Fusco,,Connecticut,2016,True,4829,False,6991
366,Emil Altobello,No candidate,,Connecticut,2016,True,1,False,0
367,Catherine Abercrombie,Joseph Vollano,,Connecticut,2016,True,5273,False,5105
368,Hilda Santiago,No candidate,Matt Went: 678 (G),Connecticut,2016,True,4135,False,0
369,Mary Mushinsky,Serge Mihaly,,Connecticut,2016,True,5646,False,4174
370,No candidate,Vincent Candelora,"Vincent Mase: 1,403 (Unaffiliated)",Connecticut,2016,False,0,True,8740
371,Steve Gifford,Dave Yaccarino,,Connecticut,2016,False,3331,True,9926
372,Joshua Elliott,Marjorie Bonadies,,Connecticut,2016,False,6375,False,3874
373,No candidate,Lezlye Zupkus,,Connecticut,2016,False,0,True,1
374,Patrick Reynolds,Craig Fishbein,,Connecticut,2016,False,4860,False,7051
375,Michael D'Agostino,James Lynch,,Connecticut,2016,True,8333,False,3377
376,Patricia Dillon,No candidate,,Connecticut,2016,True,1,False,0
377,Toni Walker,Douglas Losty,,Connecticut,2016,True,6159,False,351
378,Robyn Porter,No candidate,,Connecticut,2016,True,1,False,0
379,Juan Candelaria,No candidate,,Connecticut,2016,True,1,False,0
380,Roland J. Lemar,No candidate,,Connecticut,2016,True,1,False,0
381,Alphonse Paolillo,No candidate,,Connecticut,2016,False,1,False,0
382,Sean Scanlon,No candidate,,Connecticut,2016,True,1,False,0
383,James Albis,Steve Tracey,,Connecticut,2016,True,5006,False,4995
384,Matthew Lesser,Anthony Moran,,Connecticut,2016,True,7113,False,3136
385,No candidate,Noreen Kokoruda,,Connecticut,2016,False,0,True,1
386,Lonnie Reed,Christopher Kelly,,Connecticut,2016,True,6878,False,5068
387,Liz Linehan,Andrew Falvey,,Connecticut,2016,False,5637,False,5552
388,Linda Gentile,Joseph Jaumann,,Connecticut,2016,True,4880,False,3673
389,Theresa Conroy,Nicole Klarides-Ditria,,Connecticut,2016,True,5144,False,6896
390,Eva Zimmerman,Mitch Bolinsky,,Connecticut,2016,False,5323,True,7185
391,No candidate,"Stephen Harding, Jr.",,Connecticut,2016,False,0,True,1
392,No candidate,Richard A. Smith,,Connecticut,2016,False,0,True,1
393,"David Arconti, Jr.",Veasna Roeun,,Connecticut,2016,True,5320,False,2835
394,Bob Godfrey,Emanuela Palmares,,Connecticut,2016,True,3514,False,2119
395,Joe Dowdell,John Frey,,Connecticut,2016,False,4991,True,8435
396,No candidate,J.P. Sredzinski,,Connecticut,2016,False,0,True,1
397,Adam Heller,Jason Perillo,,Connecticut,2016,False,3017,True,8090
398,No candidate,Themis Klarides,"Aldon Hynes: 1,569 (Working Families)",Connecticut,2016,False,0,True,8993
399,Stephen Dargan,Bart Chadderton,,Connecticut,2016,True,5798,False,2389
400,Michael DiMassa,Richard DePalma,,Connecticut,2016,False,4699,False,1704
401,Sean Ronan,Charles J. Ferraro,,Connecticut,2016,False,5177,True,6746
402,Kim Rose,Rick Varrone,,Connecticut,2016,True,6063,False,5115
403,Ben Gettinger,Pam Staneski,,Connecticut,2016,False,5231,True,7538
404,Frederick Streets,Laura Hoydick,,Connecticut,2016,False,4470,True,7511
405,Joe Gresko,No candidate,,Connecticut,2016,True,1,False,0
406,No candidate,Ben McGorty,"Angela Capinera: 1,440 (G)",Connecticut,2016,False,0,True,8996
407,Lino Costantini,David Rutigliano,,Connecticut,2016,False,4847,True,7727
408,Andre Baker,Jose Quiroga,,Connecticut,2016,True,5301,False,607
409,No candidate,Tom O'Dea,"Hector Lopez: 1,288 (G)",Connecticut,2016,False,0,True,9261
410,Charlie Stallworth,Anthony Pizighelli,,Connecticut,2016,True,6335,False,1266
411,John Hennessy,Ruben Coriano,,Connecticut,2016,True,5109,False,1573
412,Christopher Rosario,Ethan Book,,Connecticut,2016,True,3535,False,557
413,Steven Stafstrom,Peter Perillo,,Connecticut,2016,True,5181,False,1347
414,Ezequiel Santiago,Melissa Borres,,Connecticut,2016,True,4032,False,555
415,Scott Flaherty,David Labriola,,Connecticut,2016,False,3716,True,8073
416,Dru Georgiadis,Brenda L. Kupchick,,Connecticut,2016,False,5330,True,7984
417,Cristin McCarthy Vahey,Raymond Neuberger,,Connecticut,2016,True,6402,False,4428
418,Frederick Garrity,Laura Devlin,,Connecticut,2016,False,4849,True,7377
419,Bonnie Troy,Adam Dunsby,,Connecticut,2016,False,6301,False,7186
420,Jonathan Steinberg,Catherine Walsh,,Connecticut,2016,True,8029,False,5895
421,Chris Perone,Darline Perpignan,,Connecticut,2016,True,6777,False,3296
422,Jeff Tomchik,Michael Ferguson,,Connecticut,2016,False,5051,False,5935
423,Kevin Ryan,Joseph Taraya,,Connecticut,2016,True,5752,False,3413
424,Bruce Morris,No candidate,,Connecticut,2016,True,1,False,0
425,Randy Kline,Terrie Wood,,Connecticut,2016,False,3979,True,8709
426,No candidate,Fred Wilms,"Anna Duleep: 1,736 (Working Families)",Connecticut,2016,False,0,True,7477
427,No candidate,Gail Lavielle,,Connecticut,2016,False,0,True,1
428,Caroline Simmons,Steven Kolenberg,,Connecticut,2016,True,7441,False,3659
429,Patricia Miller,Francky Trofort,,Connecticut,2016,True,5203,False,1220
430,Terry B. Adams,Arkadiusz Jakubowski,,Connecticut,2016,True,6279,False,2869
431,William Tong,No candidate,,Connecticut,2016,True,1,False,0
432,Dan Fox,Phil Balestriere,Brian Merlen: 155 (G),Connecticut,2016,True,5727,False,2134
433,No candidate,Livvy Floren,,Connecticut,2016,False,0,True,1
434,No candidate,Mike Bocchino,,Connecticut,2016,False,0,True,1
435,Dita Bhargava,Fred Camillo,,Connecticut,2016,False,4812,True,7321
436,Charles Potter Jr.,No candidate,,Delaware,2016,True,8901,False,0
437,Stephanie Bolden,No candidate,,Delaware,2016,True,6256,False,0
438,Helene Keeley,No candidate,,Delaware,2016,True,6060,False,0
439,Gerald Brady,No candidate,,Delaware,2016,True,9565,False,0
440,Melanie George Smith,No candidate,,Delaware,2016,True,8280,False,0
441,Debra Heffernan,No candidate,,Delaware,2016,True,9545,False,0
442,Bryon Short,No candidate,Robert Wilson: 909 (L),Delaware,2016,True,8277,False,0
443,S. Quinton Johnson,No candidate,,Delaware,2016,True,8703,False,0
444,Monique Johns,Kevin S. Hensley,,Delaware,2016,False,5130,True,7812
445,Sean Matthews,Judith Travis,,Delaware,2016,True,6654,False,4300
446,David L. Neilson,Jeffrey Spiegelman,,Delaware,2016,False,2985,True,6821
447,No candidate,Deborah Hudson,,Delaware,2016,False,0,True,9866
448,"John Mitchell, Jr.",No candidate,,Delaware,2016,True,7287,False,0
449,Peter Schwartzkopf,James DeMartino,,Delaware,2016,True,9297,False,5332
450,Valerie Longhurst,No candidate,,Delaware,2016,True,9390,False,0
451,James Johnson,No candidate,,Delaware,2016,True,7536,False,0
452,Michael Mulrooney,No candidate,,Delaware,2016,True,7721,False,0
453,David Bentz,No candidate,,Delaware,2016,True,7348,False,0
454,Kimberly Williams,James Startzman,,Delaware,2016,True,5967,False,3503
455,Barbara Vaughan,Stephen Smyk,Donald R. Ayotte: 218 (Ind.),Delaware,2016,False,5529,True,9209
456,No candidate,Michael Ramone,"David McCorquodale: 1,638 (G)",Delaware,2016,False,0,True,7574
457,Lanette Edwards,Joseph Miro,Bernard August: 306 (G),Delaware,2016,False,4329,True,8964
458,Paul Baumbach,No candidate,,Delaware,2016,True,6550,False,0
459,Edward Osienski,Timothy Conrad,,Delaware,2016,True,6406,False,2915
460,John Kowalko,Michael Nagorski,,Delaware,2016,True,5123,False,2350
461,John Viola,No candidate,,Delaware,2016,True,7745,False,0
462,"Earl Jaques, Jr.",No candidate,,Delaware,2016,True,9182,False,0
463,William Carson Jr.,No candidate,,Delaware,2016,True,7581,False,0
464,W. Charles Paradee,Janice Gallagher,Ruth A. James: 233 (G),Delaware,2016,True,6777,False,3918
465,Charles Groce,William Outten,,Delaware,2016,False,2623,True,6337
466,Sean M. Lynn,M. Jean Dowding,,Delaware,2016,True,5765,False,2897
467,Andria Bennett,Patricia McDaniel Foltz,,Delaware,2016,True,4241,False,2771
468,Karen Williams,"Charles S. Postles, Jr.",,Delaware,2016,False,4271,False,5780
469,David Henderson,Lyndon Dean Yearick,,Delaware,2016,False,4516,True,6518
470,Gary M. Wolfe,David Wilson,,Delaware,2016,False,2435,True,6553
471,No candidate,Harvey Kenton,,Delaware,2016,False,0,True,7175
472,Paulette Rappa,Ruth Briggs King,,Delaware,2016,False,4038,True,6720
473,No candidate,Ronald Gray,,Delaware,2016,False,0,True,12188
474,No candidate,Daniel Short,James Brittingham: 637 (L),Delaware,2016,False,0,True,6643
475,No candidate,Timothy Dukes,,Delaware,2016,False,0,True,7826
476,S. Bradley Connor,Richard Collins,,Delaware,2016,False,4070,True,5899
477,No candidate,Clay Ingram,"Bill Fetke: 17,192 (No party affiliation)",Florida,2016,False,0,True,55795
478,Ray Guillory,Frank White,,Florida,2016,False,30329,False,48117
479,No candidate,Jayer Williamson,,Florida,2016,False,0,False,1
480,No candidate,Mel Ponder,,Florida,2016,False,0,False,1
481,No candidate,Brad Drake,"Jamey Westbrook: 24,443 (No party affiliation)",Florida,2016,False,0,True,51832
482,No candidate,Jay Trumbull,,Florida,2016,False,0,True,1
483,No candidate,Halsey Beshears,,Florida,2016,False,0,True,1
484,Ramon Alexander,No candidate,,Florida,2016,False,1,False,0
485,Loranne Ausley,Jim Messer,,Florida,2016,False,53535,False,41816
486,Jerry Lawrence Bullard,Elizabeth Porter,,Florida,2016,False,23893,True,43043
487,No candidate,Cord Byrd,,Florida,2016,False,0,False,1
488,No candidate,Clay Yarborough,,Florida,2016,False,0,False,1
489,Tracie Davis,Mark Griffin,,Florida,2016,False,37517,False,25318
490,Kimberly Daniels,Christian Whitfield,,Florida,2016,False,47296,False,23545
491,No candidate,Jay Fant,,Florida,2016,False,0,True,1
492,No candidate,Jason Fischer,,Florida,2016,False,0,False,1
493,No candidate,Cyndi Stevenson,,Florida,2016,False,0,True,1
494,No candidate,Travis Cummings,"Kenneth Alvin Willey: 14,056 (L)",Florida,2016,False,0,True,63103
495,Joe Snodgrass,Bobby Payne,,Florida,2016,False,18765,False,49561
496,"Clovis Watson, Jr.",No candidate,,Florida,2016,True,1,False,0
497,Marihelen Wheeler,Chuck Clemons,,Florida,2016,False,38814,False,44945
498,No candidate,Charlie Stone,,Florida,2016,False,0,True,1
499,Rick Perry,Stan McClain,,Florida,2016,False,28373,False,46698
500,Adam Morley,Paul M. Renner,,Florida,2016,False,33575,True,56541
501,Noel Cheryl Bickford,Tom Leek,,Florida,2016,False,32943,False,54351
502,Patrick Henry,Michael Cantu,,Florida,2016,False,35930,False,31991
503,Robert L. Mann,David Santiago,,Florida,2016,False,30276,True,43531
504,No candidate,Jason Brodeur,"Steve Edmonds: 27,392 (No party affiliation)",Florida,2016,False,0,True,48606
505,No candidate,Scott Plakon,,Florida,2016,False,0,True,1
506,Ryan Yadav,Bob Cortes,,Florida,2016,False,34457,True,39448
507,No candidate,Jennifer Sullivan,"Robert Rightmyer: 20,380 (No party affiliation)",Florida,2016,False,0,True,55689
508,No candidate,Larry Metz,,Florida,2016,False,0,True,1
509,No candidate,Don Hahnfeldt,,Florida,2016,False,0,False,1
510,No candidate,Ralph Massullo Jr.,,Florida,2016,False,0,False,1
511,Ramon Gutierrez,Blaise Ingoglia,,Florida,2016,False,30901,True,49966
512,Amanda Hickman Murphy,Amber Mariano,,Florida,2016,True,33741,False,34432
513,No candidate,Richard Corcoran,,Florida,2016,False,0,True,1
514,No candidate,Daniel Burgess,,Florida,2016,False,0,True,1
515,Victor Sims,Neil Combee,,Florida,2016,False,28176,True,46407
516,Shandale Terrell,Colleen Burton,,Florida,2016,False,27070,True,39713
517,Robert Doyel,Sam Killebrew,,Florida,2016,False,34739,False,38889
518,Benny Valentin,Mike La Rosa,,Florida,2016,False,34527,True,42696
519,John Cortes,No candidate,,Florida,2016,True,1,False,0
520,No candidate,Eric Eisnaugle,,Florida,2016,False,0,True,1
521,Kamia Brown,No candidate,,Florida,2016,False,1,False,0
522,Bruce Antone,No candidate,,Florida,2016,True,1,False,0
523,Beth Tuura,Mike Miller,,Florida,2016,False,40573,True,45639
524,Amy Mercado,No candidate,"Gus Martinez: 11,958 (No party affiliation)",Florida,2016,False,47346,False,0
525,Carlos Guillermo Smith,No candidate,"Shea Silverman: 19,710 (No party affiliation)",Florida,2016,False,44658,False,0
526,Sean Ashby,Rene Plasencia,,Florida,2016,False,37960,True,50962
527,Mike Blake,Tom Goodson,,Florida,2016,False,34361,True,50735
528,No candidate,Thad Altman,,Florida,2016,False,0,False,1
529,David A. Kearns,Randy Fine,,Florida,2016,False,35461,False,46768
530,No candidate,Erin Grall,,Florida,2016,False,0,False,1
531,No candidate,Cary Pigman,,Florida,2016,False,0,True,1
532,David C. Poulin,Ben Albritton,,Florida,2016,False,19837,True,36420
533,No candidate,Jake Raburn,,Florida,2016,False,0,True,1
534,Jose N. Vazquez Figueroa,Dan Raulerson,,Florida,2016,False,26050,True,36721
535,Rena Frazier,Ross Spano,,Florida,2016,False,34859,True,41409
536,David Singer,Jackie Toledo,,Florida,2016,False,37855,False,50443
537,Sean Shaw,No candidate,,Florida,2016,False,1,False,0
538,Janet Cruz,No candidate,,Florida,2016,True,1,False,0
539,Lisa J. Montelione,Shawn Harrison,,Florida,2016,False,36192,True,37555
540,No candidate,James Grant,,Florida,2016,False,0,True,1
541,Bernie Fensterwald,Chris Sprowls,,Florida,2016,False,30814,True,57726
542,Lorena Grizzle,Larry Ahern,,Florida,2016,False,34116,True,47764
543,David S. Vogel,Christopher Latvala,,Florida,2016,False,28711,True,40587
544,Ben Diamond,Joseph Bensmihen,,Florida,2016,False,42339,False,33393
545,Jennifer Webb,Kathleen Peters,,Florida,2016,False,36791,True,47882
546,"Wengay M. ""Newt"" Newton Sr.",Cori Fournier,,Florida,2016,False,46118,False,14327
547,No candidate,Jim Boyd,,Florida,2016,False,0,True,1
548,Edward James,Alexandra Miller,,Florida,2016,False,36449,False,50468
549,James T. Golden,Joe Gruters,,Florida,2016,False,36678,False,68343
550,Manny Lopez,Julio Gonzalez,,Florida,2016,False,34646,True,58102
551,No candidate,Michael Grant,,Florida,2016,False,0,False,1
552,No candidate,Ray Rodrigues,"Charles C. Messina: 20,711 (No party affiliation)",Florida,2016,False,0,True,58058
553,No candidate,Dane Eagle,,Florida,2016,False,0,True,1
554,No candidate,Heather Fitzenhagen,,Florida,2016,False,0,True,1
555,John Scott,Matt Caldwell,"Matt Miller: 6,665 (No party affiliation)",Florida,2016,False,24133,True,32273
556,No candidate,Byron Donalds,,Florida,2016,False,0,False,1
557,Joseph Abruzzo,No candidate,,Florida,2016,False,1,False,0
558,Mary W. Higgins,MaryLynn Magar,,Florida,2016,False,31017,True,52276
559,Crystal Lucas,Gayle Harrell,,Florida,2016,False,37999,True,45345
560,"Larry Lee, Jr.",No candidate,,Florida,2016,True,1,False,0
561,Robert Simeone,Rick Roth,,Florida,2016,False,36675,False,49936
562,Matt Willhite,Laurel S. Bennett,,Florida,2016,False,42168,False,31047
563,David Silvers,No candidate,,Florida,2016,False,1,False,0
564,Al Jacquet,No candidate,,Florida,2016,False,1,False,0
565,No candidate,Bill Hager,,Florida,2016,False,0,True,1
566,Lori Berman,No candidate,"Artie Lurie: 13,088 (L)",Florida,2016,True,50873,False,0
567,Emily Slosberg,No candidate,,Florida,2016,False,1,False,0
568,Patricia Hawkins-Williams,No candidate,,Florida,2016,False,1,False,0
569,Ken Keechl,George Moraitis,,Florida,2016,False,38743,True,45232
570,Bobby DuBose,No candidate,,Florida,2016,True,1,False,0
571,Barrington A. Russell,No candidate,,Florida,2016,False,1,False,0
572,Kristin Jacobs,No candidate,,Florida,2016,True,1,False,0
573,Jared Moskowitz,No candidate,,Florida,2016,True,1,False,0
574,Katie Edwards,No candidate,,Florida,2016,True,1,False,0
575,Evan Jenne,No candidate,,Florida,2016,True,1,False,0
576,Joseph S. Geller,No candidate,,Florida,2016,True,1,False,0
577,Shevrin Jones,No candidate,,Florida,2016,True,1,False,0
578,Sharon Pritchett,No candidate,,Florida,2016,True,1,False,0
579,Ivette Gonzalez Petkovich,"Manny Diaz, Jr.",,Florida,2016,True,28622,True,31972
580,Richard Stark,Oscar Ganem,,Florida,2016,True,46108,False,27751
581,Patricio Moreno,Carlos Trujillo,,Florida,2016,False,26620,True,29350
582,No candidate,Bob Rommel,,Florida,2016,False,0,False,1
583,Barbara Watson,No candidate,,Florida,2016,True,1,False,0
584,Roy Hardemon,No candidate,,Florida,2016,False,1,False,0
585,Cynthia Stafford,No candidate,,Florida,2016,True,1,False,0
586,Carlos Puentes Sr.,Jose Oliva,,Florida,2016,False,20833,True,25950
587,Sevi Miyar,Bryan Avila,,Florida,2016,False,17058,True,24726
588,Nick Duran,Rosa Palomino,,Florida,2016,False,31643,False,27702
589,David Richardson,Jonathan Parker,,Florida,2016,True,30386,False,16635
590,Daisy Baez,John D. Couriel,,Florida,2016,False,34302,False,32966
591,Jeffrey Solomon,Michael Bileca,,Florida,2016,False,31932,True,37046
592,Heath Rassner,Jose Felix Diaz,,Florida,2016,False,24387,True,39646
593,Kionne McGhee,No candidate,,Florida,2016,True,1,False,0
594,Robert Asencio,David Rivera,,Florida,2016,False,31412,False,31359
595,Jeniffer Pinell,Jeanette Nu̱ez,,Florida,2016,False,26466,True,35068
596,Dan Horton,Holly Merrill Raschein,,Florida,2016,False,29108,True,39080
597,No candidate,John Deffenbaugh,,Georgia,2016,False,0,True,15786
598,No candidate,Steve Tarvin,,Georgia,2016,False,0,True,17938
599,No candidate,Dewayne Hill,,Georgia,2016,False,0,False,19071
600,No candidate,Bruce Broadrick,,Georgia,2016,False,0,True,11335
601,No candidate,John Meadows,,Georgia,2016,False,0,True,14813
602,No candidate,Jason Ridley,,Georgia,2016,False,0,False,14654
603,No candidate,David Ralston,,Georgia,2016,False,0,True,21666
604,No candidate,Matt Gurtler,,Georgia,2016,False,0,False,24824
605,No candidate,Kevin Tanner,,Georgia,2016,False,0,True,21293
606,No candidate,Terry Rogers,,Georgia,2016,False,0,True,18168
607,Brandon Crisp,Rick Jasperse,,Georgia,2016,False,3313,True,18000
608,No candidate,Eddie Lumsden,,Georgia,2016,False,0,True,15880
609,No candidate,Katie Dempsey,,Georgia,2016,False,0,True,14476
610,No candidate,Christian Coomer,,Georgia,2016,False,0,True,18677
611,Stephanie Lujan,Paul Battles,,Georgia,2016,False,4849,True,15182
612,No candidate,Trey Kelley,,Georgia,2016,False,0,True,17296
613,No candidate,Howard Maxwell,,Georgia,2016,False,0,True,20415
614,No candidate,Kevin Cooke,,Georgia,2016,False,0,True,16474
615,No candidate,Paulette Rakestraw,,Georgia,2016,False,0,True,19802
616,No candidate,Michael Caldwell,,Georgia,2016,False,0,True,23543
617,No candidate,Scot Turner,,Georgia,2016,False,0,True,23967
618,Oscar Hajloo,Wes Cantrell,,Georgia,2016,False,5216,True,25794
619,No candidate,Mandi Ballinger,,Georgia,2016,False,0,True,20944
620,No candidate,Sheri Gilligan,,Georgia,2016,False,0,True,25996
621,No candidate,Todd Jones,,Georgia,2016,False,0,False,26162
622,No candidate,Geoff Duncan,,Georgia,2016,False,0,True,26386
623,No candidate,Lee Hawkins,,Georgia,2016,False,0,True,19469
624,No candidate,Dan Gasaway,,Georgia,2016,False,0,True,17925
625,No candidate,Matt Dubnik,,Georgia,2016,False,0,False,12733
626,Michelle Jones,Emory Dunahoo,,Georgia,2016,False,5302,True,15115
627,No candidate,Tommy Benton,,Georgia,2016,False,0,True,21810
